run_name,source,target,seed,epoch,total,cls,qdom,qcls,div,sda,rho,grl,lr,val_loss,val_accuracy,val_macro_f1
AT1_to_FR1_seed2,AT1,FR1,2,76,-1.3289,0.0278,3.276,2.6303,-8.4204,1.1573,1.0,1.0,0.000136,0.15,0.96,0.7928
AT1_to_FR1_seed2,AT1,FR1,2,77,-1.3078,0.026,3.2785,2.6408,-8.3979,1.1448,1.0,1.0,0.000125,0.1459,0.96,0.7968
AT1_to_FR1_seed2,AT1,FR1,2,78,-1.1301,0.0256,3.3409,2.7507,-8.391,1.1437,1.0,1.0,0.000115,0.1579,0.96,0.7938
AT1_to_FR1_seed2,AT1,FR1,2,79,-1.1568,0.0254,3.3574,2.7446,-8.4275,1.1432,1.0,1.0,0.000105,0.1506,0.96,0.7919
AT1_to_FR1_seed2,AT1,FR1,2,80,-1.0586,0.0236,3.366,2.806,-8.3896,1.1354,1.0,1.0,9.55e-05,0.1451,0.96,0.7945
AT1_to_FR1_seed2,AT1,FR1,2,81,-1.1603,0.0223,3.2958,2.8426,-8.4531,1.1321,1.0,1.0,8.65e-05,0.1426,0.96,0.8095
AT1_to_FR1_seed2,AT1,FR1,2,82,-1.1744,0.0235,3.229,2.8355,-8.3964,1.134,1.0,1.0,7.78e-05,0.1469,0.96,0.8074
AT1_to_FR1_seed2,AT1,FR1,2,83,-1.2397,0.0213,3.2029,2.7873,-8.4015,1.1502,1.0,1.0,6.96e-05,0.1553,0.96,0.8122
AT1_to_FR1_seed2,AT1,FR1,2,84,-1.1753,0.0208,3.2558,2.7923,-8.4042,1.16,1.0,1.0,6.18e-05,0.1478,0.96,0.8138
AT1_to_FR1_seed2,AT1,FR1,2,85,-1.1862,0.0197,3.259,2.784,-8.4151,1.1661,1.0,1.0,5.45e-05,0.148,0.96,0.8199
AT1_to_FR1_seed2,AT1,FR1,2,86,-1.1838,0.0193,3.2411,2.7769,-8.3904,1.1693,1.0,1.0,4.76e-05,0.154,0.96,0.8047
AT1_to_FR1_seed2,AT1,FR1,2,87,-1.231,0.0187,3.2056,2.7651,-8.3829,1.1625,1.0,1.0,4.11e-05,0.1533,0.96,0.8147
AT1_to_FR1_seed2,AT1,FR1,2,88,-1.2623,0.0184,3.1995,2.7755,-8.4122,1.1565,1.0,1.0,3.51e-05,0.1617,0.95,0.7967
AT1_to_FR1_seed2,AT1,FR1,2,89,-1.2794,0.0184,3.1883,2.7784,-8.4174,1.1529,1.0,1.0,2.96e-05,0.1469,0.96,0.8047
AT1_to_FR1_seed2,AT1,FR1,2,90,-1.2835,0.0184,3.185,2.7832,-8.4246,1.1545,1.0,1.0,2.45e-05,0.1596,0.96,0.8069
AT1_to_FR1_seed2,AT1,FR1,2,91,-1.2557,0.0174,3.1852,2.784,-8.3972,1.1549,1.0,1.0,1.99e-05,0.1561,0.96,0.8079
AT1_to_FR1_seed2,AT1,FR1,2,92,-1.2216,0.0185,3.1983,2.7819,-8.372,1.1516,1.0,1.0,1.57e-05,0.1529,0.96,0.8035
AT1_to_FR1_seed2,AT1,FR1,2,93,-1.2704,0.0178,3.2034,2.794,-8.4342,1.1486,1.0,1.0,1.2e-05,0.1589,0.96,0.7974
AT1_to_FR1_seed2,AT1,FR1,2,94,-1.1993,0.018,3.2085,2.7986,-8.3687,1.1442,1.0,1.0,8.86e-06,0.154,0.96,0.8046
AT1_to_FR1_seed2,AT1,FR1,2,95,-1.2175,0.018,3.2095,2.7844,-8.3728,1.1434,1.0,1.0,6.16e-06,0.1553,0.96,0.7992
AT1_to_FR1_seed2,AT1,FR1,2,96,-1.2219,0.0177,3.2017,2.7755,-8.3607,1.1439,1.0,1.0,3.94e-06,0.1519,0.96,0.7956
AT1_to_FR1_seed2,AT1,FR1,2,97,-1.2508,0.0174,3.2134,2.7851,-8.4099,1.1432,1.0,1.0,2.22e-06,0.1597,0.96,0.7995
AT1_to_FR1_seed2,AT1,FR1,2,98,-1.2638,0.0174,3.1983,2.7772,-8.4,1.1432,1.0,1.0,9.87e-07,0.1554,0.96,0.8011
AT1_to_FR1_seed2,AT1,FR1,2,99,-1.266,0.0171,3.2101,2.7814,-8.4181,1.1434,1.0,1.0,2.47e-07,0.1558,0.96,0.8018
AT1_to_FR1_seed2,AT1,FR1,2,100,-1.2692,0.0186,3.2077,2.7751,-8.414,1.1435,1.0,1.0,0.0,0.1549,0.96,0.7971
AT1_to_FR2_seed1,AT1,FR2,1,1,3.5665,0.3702,4.0722,4.5241,-6.5068,1.1069,0.998,1.0,0.001,0.1839,0.94,0.669
AT1_to_FR2_seed1,AT1,FR2,1,2,1.2699,0.1869,4.0602,4.1289,-8.2604,1.1544,1.0,1.0,0.000999,0.1748,0.94,0.703
AT1_to_FR2_seed1,AT1,FR2,1,3,0.1379,0.1633,3.5389,3.803,-8.3832,1.0159,1.0,1.0,0.000998,0.1456,0.96,0.7599
AT1_to_FR2_seed1,AT1,FR2,1,4,0.2888,0.1572,3.7295,3.6347,-8.3461,1.1135,1.0,1.0,0.000996,0.1944,0.94,0.6776
AT1_to_FR2_seed1,AT1,FR2,1,5,-0.9803,0.1344,3.1346,3.1467,-8.4102,1.0142,1.0,1.0,0.000994,0.1222,0.96,0.7863
AT1_to_FR2_seed1,AT1,FR2,1,6,-0.8147,0.1322,3.0047,3.3698,-8.3757,1.0543,1.0,1.0,0.000991,0.1984,0.94,0.7562
AT1_to_FR2_seed1,AT1,FR2,1,7,-0.9726,0.1217,2.9989,3.2372,-8.3932,1.0629,1.0,1.0,0.000988,0.1794,0.95,0.7548
AT1_to_FR2_seed1,AT1,FR2,1,8,-0.8219,0.1252,3.0058,3.3716,-8.4301,1.1056,1.0,1.0,0.000984,0.1867,0.94,0.7577
AT1_to_FR2_seed1,AT1,FR2,1,9,-0.2121,0.1219,3.3292,3.5837,-8.4168,1.1699,1.0,1.0,0.00098,0.1179,0.96,0.8172
AT1_to_FR2_seed1,AT1,FR2,1,10,-0.8729,0.109,2.9709,3.2492,-8.3908,1.1888,1.0,1.0,0.000976,0.1624,0.95,0.7704
AT1_to_FR2_seed1,AT1,FR2,1,11,-0.1912,0.1176,3.2277,3.626,-8.3791,1.2166,1.0,1.0,0.00097,0.1492,0.95,0.7884
AT1_to_FR2_seed1,AT1,FR2,1,12,-0.882,0.1073,2.9838,3.2899,-8.4079,1.1449,1.0,1.0,0.000965,0.204,0.94,0.741
AT1_to_FR2_seed1,AT1,FR2,1,13,0.8962,0.121,3.5956,4.3145,-8.4192,1.2843,1.0,1.0,0.000959,0.1309,0.96,0.8066
AT1_to_FR2_seed1,AT1,FR2,1,14,0.7354,0.1116,3.6055,4.17,-8.4306,1.279,1.0,1.0,0.000952,0.1466,0.96,0.8077
AT1_to_FR2_seed1,AT1,FR2,1,15,-0.2715,0.1037,3.2822,3.4866,-8.3971,1.253,1.0,1.0,0.000946,0.1918,0.95,0.7717
AT1_to_FR2_seed1,AT1,FR2,1,16,-0.5984,0.1052,3.0575,3.4081,-8.405,1.2359,1.0,1.0,0.000938,0.1851,0.95,0.7849
AT1_to_FR2_seed1,AT1,FR2,1,17,-1.2445,0.0943,2.6855,3.1349,-8.4398,1.2806,1.0,1.0,0.00093,0.1861,0.95,0.7692
AT1_to_FR2_seed1,AT1,FR2,1,18,-1.2379,0.0925,2.7274,3.1264,-8.3936,1.2093,1.0,1.0,0.000922,0.1713,0.95,0.7648
AT1_to_FR2_seed1,AT1,FR2,1,19,-0.2383,0.1008,3.2078,3.6015,-8.4163,1.2679,1.0,1.0,0.000914,0.1195,0.96,0.8302
AT1_to_FR2_seed1,AT1,FR2,1,20,-1.127,0.0852,2.894,3.0671,-8.4097,1.2364,1.0,1.0,0.000905,0.1623,0.95,0.7988
AT1_to_FR2_seed1,AT1,FR2,1,21,-0.7783,0.0846,3.0957,3.1619,-8.3978,1.2772,1.0,1.0,0.000895,0.1349,0.96,0.8003
AT1_to_FR2_seed1,AT1,FR2,1,22,-0.8708,0.079,3.0451,3.0825,-8.3782,1.3008,1.0,1.0,0.000885,0.1342,0.96,0.8485
AT1_to_FR2_seed1,AT1,FR2,1,23,-0.7066,0.0776,3.198,3.1982,-8.4272,1.2467,1.0,1.0,0.000875,0.1342,0.96,0.8213
AT1_to_FR2_seed1,AT1,FR2,1,24,-0.7007,0.0718,3.1763,3.1812,-8.4111,1.2811,1.0,1.0,0.000864,0.1125,0.97,0.8276
AT1_to_FR2_seed1,AT1,FR2,1,25,-1.0683,0.0678,2.8572,3.1162,-8.4058,1.2963,1.0,1.0,0.000854,0.1229,0.97,0.8573
AT1_to_FR2_seed1,AT1,FR2,1,26,-0.7416,0.069,3.1545,3.1713,-8.4194,1.283,1.0,1.0,0.000842,0.133,0.97,0.8741
AT1_to_FR2_seed1,AT1,FR2,1,27,-0.7383,0.0707,3.129,3.1938,-8.4297,1.298,1.0,1.0,0.000831,0.1198,0.96,0.8349
AT1_to_FR2_seed1,AT1,FR2,1,28,-0.9951,0.0622,2.9641,3.0486,-8.3861,1.3161,1.0,1.0,0.000819,0.1328,0.97,0.8457
AT1_to_FR2_seed1,AT1,FR2,1,29,-0.4317,0.0623,3.1835,3.4027,-8.4107,1.3305,1.0,1.0,0.000806,0.1162,0.97,0.8542
AT1_to_FR2_seed1,AT1,FR2,1,30,-0.7042,0.0551,3.1281,3.2107,-8.4348,1.3367,1.0,1.0,0.000794,0.1146,0.97,0.8558
AT1_to_FR2_seed1,AT1,FR2,1,31,-0.6939,0.0532,3.1694,3.1855,-8.4332,1.3313,1.0,1.0,0.000781,0.1103,0.97,0.8832
AT1_to_FR2_seed1,AT1,FR2,1,32,-0.9618,0.0501,3.106,2.9949,-8.4377,1.3249,1.0,1.0,0.000768,0.1098,0.97,0.8829
AT1_to_FR2_seed1,AT1,FR2,1,33,-0.8659,0.0522,3.0871,3.0636,-8.4009,1.3321,1.0,1.0,0.000755,0.1112,0.97,0.8783
AT1_to_FR2_seed1,AT1,FR2,1,34,-1.1804,0.0482,2.9773,2.9133,-8.4309,1.3116,1.0,1.0,0.000741,0.1369,0.96,0.8609
AT1_to_FR2_seed1,AT1,FR2,1,35,-1.513,0.0481,2.862,2.7071,-8.4197,1.2895,1.0,1.0,0.000727,0.1012,0.97,0.8807
AT1_to_FR2_seed1,AT1,FR2,1,36,-0.8362,0.0486,2.9978,3.2319,-8.4041,1.2896,1.0,1.0,0.000713,0.1083,0.97,0.8697
AT1_to_FR2_seed1,AT1,FR2,1,37,-0.3209,0.0509,3.0595,3.7094,-8.4203,1.2795,1.0,1.0,0.000699,0.1035,0.97,0.8673
AT1_to_FR2_seed1,AT1,FR2,1,38,-0.8296,0.0486,2.8229,3.4604,-8.432,1.2705,1.0,1.0,0.000684,0.1011,0.98,0.9005
AT1_to_FR2_seed1,AT1,FR2,1,39,-1.3049,0.0498,2.8337,2.9847,-8.4373,1.2643,1.0,1.0,0.000669,0.0991,0.97,0.8862
AT1_to_FR2_seed1,AT1,FR2,1,40,-1.0482,0.0495,2.946,3.1094,-8.416,1.2631,1.0,1.0,0.000655,0.1246,0.97,0.8617
AT1_to_FR2_seed1,AT1,FR2,1,41,-1.3177,0.0518,2.7351,3.0951,-8.4018,1.2021,1.0,1.0,0.000639,0.1169,0.97,0.8614
AT1_to_FR2_seed1,AT1,FR2,1,42,-0.8072,0.0525,3.0934,3.2409,-8.454,1.26,1.0,1.0,0.000624,0.155,0.96,0.8405
AT1_to_FR2_seed1,AT1,FR2,1,43,-0.797,0.0482,3.0261,3.2806,-8.3955,1.2437,1.0,1.0,0.000609,0.1076,0.97,0.8705
AT1_to_FR2_seed1,AT1,FR2,1,44,-1.4808,0.0414,2.8569,2.8424,-8.4335,1.2119,1.0,1.0,0.000594,0.1106,0.97,0.8704
AT1_to_FR2_seed1,AT1,FR2,1,45,-1.581,0.0374,2.7992,2.782,-8.4136,1.214,1.0,1.0,0.000578,0.1252,0.97,0.8548
AT1_to_FR2_seed1,AT1,FR2,1,46,-1.7546,0.036,2.6596,2.7359,-8.4232,1.2371,1.0,1.0,0.000563,0.1198,0.97,0.869
AT1_to_FR2_seed1,AT1,FR2,1,47,-1.1777,0.0372,2.9548,3.0086,-8.4255,1.2473,1.0,1.0,0.000547,0.1323,0.96,0.8537
AT1_to_FR2_seed1,AT1,FR2,1,48,-1.2088,0.0353,2.9061,3.0218,-8.4106,1.2386,1.0,1.0,0.000531,0.111,0.97,0.8829
AT1_to_FR2_seed1,AT1,FR2,1,49,-1.0938,0.0357,3.0376,2.9944,-8.4258,1.2643,1.0,1.0,0.000516,0.1487,0.96,0.8404
AT1_to_FR2_seed1,AT1,FR2,1,50,-1.3151,0.0331,2.9185,2.8919,-8.404,1.2454,1.0,1.0,0.0005,0.1133,0.97,0.8781
AT1_to_FR2_seed1,AT1,FR2,1,51,-1.2699,0.0369,2.9012,2.9567,-8.4139,1.2493,1.0,1.0,0.000484,0.1114,0.97,0.8687
AT1_to_FR2_seed1,AT1,FR2,1,52,-1.5178,0.0427,2.7237,2.9457,-8.4415,1.2117,1.0,1.0,0.000469,0.1227,0.97,0.859
AT1_to_FR2_seed1,AT1,FR2,1,53,-1.5775,0.0413,2.7484,2.867,-8.422,1.1878,1.0,1.0,0.000453,0.1079,0.97,0.8843
AT1_to_FR2_seed1,AT1,FR2,1,54,-1.2058,0.0435,2.8586,3.1111,-8.4091,1.1901,1.0,1.0,0.000437,0.114,0.97,0.8726
AT1_to_FR2_seed1,AT1,FR2,1,55,-0.9659,0.041,3.0192,3.173,-8.4092,1.2102,1.0,1.0,0.000422,0.114,0.97,0.8601
AT1_to_FR2_seed1,AT1,FR2,1,56,-1.3352,0.0369,2.8933,2.9595,-8.4281,1.2032,1.0,1.0,0.000406,0.0947,0.98,0.9005
AT1_to_FR2_seed1,AT1,FR2,1,57,-1.6087,0.0319,2.7886,2.797,-8.3988,1.1726,1.0,1.0,0.000391,0.0956,0.97,0.9001
AT1_to_FR2_seed1,AT1,FR2,1,58,-1.1601,0.0338,3.0422,2.9419,-8.4243,1.2462,1.0,1.0,0.000376,0.1076,0.97,0.8861
AT1_to_FR2_seed1,AT1,FR2,1,59,-1.2794,0.0291,2.9797,2.8741,-8.4056,1.2433,1.0,1.0,0.000361,0.1074,0.97,0.8929
AT1_to_FR2_seed1,AT1,FR2,1,60,-1.7195,0.0247,2.8459,2.6449,-8.4237,1.1887,1.0,1.0,0.000345,0.1065,0.97,0.8889
AT1_to_FR2_seed1,AT1,FR2,1,61,-1.7676,0.0243,2.8219,2.646,-8.4245,1.1646,1.0,1.0,0.000331,0.113,0.97,0.8822
AT1_to_FR2_seed1,AT1,FR2,1,62,-1.3863,0.0256,2.9577,2.8622,-8.4214,1.1895,1.0,1.0,0.000316,0.1207,0.97,0.8966
AT1_to_FR2_seed1,AT1,FR2,1,63,-1.4338,0.0238,2.9258,2.8583,-8.4267,1.185,1.0,1.0,0.000301,0.1287,0.97,0.8847
AT1_to_FR2_seed1,AT1,FR2,1,64,-1.8448,0.0284,2.6593,2.7678,-8.4228,1.1226,1.0,1.0,0.000287,0.113,0.97,0.8832
AT1_to_FR2_seed1,AT1,FR2,1,65,-1.6866,0.0254,2.6734,2.85,-8.3992,1.1639,1.0,1.0,0.000273,0.132,0.97,0.8612
AT1_to_FR2_seed1,AT1,FR2,1,66,-1.5979,0.0267,2.7332,2.8761,-8.4082,1.1743,1.0,1.0,0.000259,0.115,0.97,0.88
AT1_to_FR2_seed1,AT1,FR2,1,67,-1.4647,0.0188,2.8111,2.9129,-8.4099,1.2024,1.0,1.0,0.000245,0.1245,0.97,0.868
AT1_to_FR2_seed1,AT1,FR2,1,68,-1.5755,0.0174,2.7641,2.8458,-8.4043,1.2015,1.0,1.0,0.000232,0.1163,0.97,0.8943
AT1_to_FR2_seed1,AT1,FR2,1,69,-1.6921,0.0168,2.73,2.8147,-8.439,1.1853,1.0,1.0,0.000219,0.1187,0.97,0.8907
AT1_to_FR2_seed1,AT1,FR2,1,70,-1.6963,0.0167,2.7795,2.7771,-8.4505,1.181,1.0,1.0,0.000206,0.1281,0.97,0.8791
AT1_to_FR2_seed1,AT1,FR2,1,71,-1.4918,0.0148,2.8588,2.8628,-8.4345,1.2063,1.0,1.0,0.000194,0.1226,0.97,0.8831
AT1_to_FR2_seed1,AT1,FR2,1,72,-1.3912,0.0154,2.8654,2.9558,-8.4159,1.1881,1.0,1.0,0.000181,0.1286,0.97,0.8736
AT1_to_FR2_seed1,AT1,FR2,1,73,-1.355,0.0146,2.8514,3.029,-8.4338,1.1838,1.0,1.0,0.000169,0.1223,0.97,0.8816
AT1_to_FR2_seed1,AT1,FR2,1,74,-1.2967,0.014,2.8638,3.0673,-8.4269,1.185,1.0,1.0,0.000158,0.1375,0.97,0.8566
AT1_to_FR2_seed1,AT1,FR2,1,75,-1.0137,0.0181,2.9281,3.2195,-8.4002,1.2208,1.0,1.0,0.000146,0.135,0.97,0.8703
AT1_to_FR2_seed1,AT1,FR2,1,76,-0.8439,0.0171,2.9667,3.3563,-8.4112,1.2272,1.0,1.0,0.000136,0.1392,0.97,0.8728
AT1_to_FR2_seed1,AT1,FR2,1,77,-0.6661,0.0163,3.0394,3.4277,-8.4036,1.2541,1.0,1.0,0.000125,0.1412,0.97,0.8609
AT1_to_FR2_seed1,AT1,FR2,1,78,-0.366,0.0164,3.0389,3.7377,-8.4559,1.2968,1.0,1.0,0.000115,0.1474,0.97,0.8476
AT1_to_FR2_seed1,AT1,FR2,1,79,-0.2689,0.017,2.9527,3.8661,-8.3913,1.2867,1.0,1.0,0.000105,0.1608,0.97,0.8271
AT1_to_FR2_seed1,AT1,FR2,1,80,-0.0401,0.0175,2.9446,4.1448,-8.4296,1.2826,1.0,1.0,9.55e-05,0.1616,0.97,0.861
AT1_to_FR2_seed1,AT1,FR2,1,81,-0.1333,0.0172,2.9321,4.0727,-8.428,1.2727,1.0,1.0,8.65e-05,0.1488,0.97,0.8463
AT1_to_FR2_seed1,AT1,FR2,1,82,-0.3303,0.0156,2.9542,3.8298,-8.3938,1.2639,1.0,1.0,7.78e-05,0.144,0.97,0.8625
AT1_to_FR2_seed1,AT1,FR2,1,83,-0.4987,0.0137,2.99,3.6384,-8.3943,1.2536,1.0,1.0,6.96e-05,0.1382,0.97,0.8664
AT1_to_FR2_seed1,AT1,FR2,1,84,-0.4132,0.0129,3.0386,3.6992,-8.423,1.259,1.0,1.0,6.18e-05,0.1496,0.97,0.8542
AT1_to_FR2_seed1,AT1,FR2,1,85,-0.4824,0.014,3.1233,3.48,-8.3841,1.2844,1.0,1.0,5.45e-05,0.1467,0.97,0.855
AT1_to_FR2_seed1,AT1,FR2,1,86,-0.7075,0.0129,3.0682,3.3546,-8.433,1.2897,1.0,1.0,4.76e-05,0.1479,0.97,0.8562
AT1_to_FR2_seed1,AT1,FR2,1,87,-0.5196,0.0117,3.1195,3.4776,-8.426,1.2976,1.0,1.0,4.11e-05,0.1458,0.97,0.8603
AT1_to_FR2_seed1,AT1,FR2,1,88,-0.1657,0.0137,3.2251,3.6828,-8.3852,1.298,1.0,1.0,3.51e-05,0.1404,0.97,0.87
AT1_to_FR2_seed1,AT1,FR2,1,89,-0.0253,0.0137,3.2889,3.7819,-8.4152,1.3054,1.0,1.0,2.96e-05,0.1354,0.97,0.8619
AT1_to_FR2_seed1,AT1,FR2,1,90,-0.0011,0.0131,3.2881,3.8005,-8.4104,1.3077,1.0,1.0,2.45e-05,0.1433,0.97,0.8634
AT1_to_FR2_seed1,AT1,FR2,1,91,0.0776,0.0129,3.2972,3.888,-8.425,1.3045,1.0,1.0,1.99e-05,0.1389,0.97,0.8685
AT1_to_FR2_seed1,AT1,FR2,1,92,0.2102,0.0134,3.3005,3.9984,-8.4044,1.3023,1.0,1.0,1.57e-05,0.1457,0.97,0.8579
AT1_to_FR2_seed1,AT1,FR2,1,93,0.2766,0.0142,3.3041,4.1016,-8.4506,1.3073,1.0,1.0,1.2e-05,0.1486,0.97,0.8466
AT1_to_FR2_seed1,AT1,FR2,1,94,0.2686,0.0132,3.2917,4.0559,-8.3952,1.303,1.0,1.0,8.86e-06,0.1369,0.97,0.8533
AT1_to_FR2_seed1,AT1,FR2,1,95,0.2323,0.0134,3.2938,4.055,-8.4327,1.3028,1.0,1.0,6.16e-06,0.1375,0.97,0.8623
AT1_to_FR2_seed1,AT1,FR2,1,96,0.2199,0.0134,3.2893,4.0308,-8.4163,1.3027,1.0,1.0,3.94e-06,0.1425,0.97,0.855
AT1_to_FR2_seed1,AT1,FR2,1,97,0.2309,0.0137,3.2966,4.0283,-8.4112,1.3034,1.0,1.0,2.22e-06,0.1363,0.97,0.8605
AT1_to_FR2_seed1,AT1,FR2,1,98,0.2428,0.0131,3.2881,4.0424,-8.4033,1.3026,1.0,1.0,9.87e-07,0.14,0.97,0.8492
AT1_to_FR2_seed1,AT1,FR2,1,99,0.2193,0.0135,3.2878,4.0248,-8.4091,1.3024,1.0,1.0,2.47e-07,0.1412,0.97,0.8544
AT1_to_FR2_seed1,AT1,FR2,1,100,0.2088,0.0127,3.2811,4.0272,-8.4134,1.3012,1.0,1.0,0.0,0.1419,0.97,0.8596
AT1_to_FR2_seed2,AT1,FR2,2,1,4.3103,0.3552,4.499,4.6204,-6.1638,0.9994,0.998,1.0,0.001,0.328,0.92,0.6
AT1_to_FR2_seed2,AT1,FR2,2,2,1.3672,0.1772,4.2684,3.921,-8.1328,1.1335,1.0,1.0,0.000999,0.3055,0.92,0.6186
AT1_to_FR2_seed2,AT1,FR2,2,3,0.6885,0.1601,3.8228,3.9666,-8.2517,0.9908,1.0,1.0,0.000998,0.1616,0.95,0.7711
AT1_to_FR2_seed2,AT1,FR2,2,4,0.4959,0.1438,3.8504,3.6654,-8.262,1.0983,1.0,1.0,0.000996,0.2122,0.94,0.7172
AT1_to_FR2_seed2,AT1,FR2,2,5,0.4226,0.1312,3.7996,3.7097,-8.3634,1.1455,1.0,1.0,0.000994,0.2404,0.94,0.6907
AT1_to_FR2_seed2,AT1,FR2,2,6,0.9901,0.1353,3.9741,4.0396,-8.3188,1.1598,1.0,1.0,0.000991,0.1777,0.95,0.7814
AT1_to_FR2_seed2,AT1,FR2,2,7,1.4726,0.1385,4.1625,4.2779,-8.2751,1.1687,1.0,1.0,0.000988,0.2138,0.94,0.7533
AT1_to_FR2_seed2,AT1,FR2,2,8,0.8958,0.1248,3.9031,4.0101,-8.3268,1.1846,1.0,1.0,0.000984,0.1394,0.96,0.815
AT1_to_FR2_seed2,AT1,FR2,2,9,0.7518,0.1218,3.9296,3.881,-8.3439,1.1632,1.0,1.0,0.00098,0.1664,0.95,0.7816
AT1_to_FR2_seed2,AT1,FR2,2,10,0.766,0.1114,3.9167,3.8613,-8.3629,1.2394,1.0,1.0,0.000976,0.1649,0.94,0.7307
AT1_to_FR2_seed2,AT1,FR2,2,11,1.089,0.1073,4.0325,4.0666,-8.3742,1.2569,1.0,1.0,0.00097,0.1614,0.94,0.778
AT1_to_FR2_seed2,AT1,FR2,2,12,0.5516,0.0901,3.7854,3.7597,-8.3616,1.278,1.0,1.0,0.000965,0.1122,0.96,0.8518
AT1_to_FR2_seed2,AT1,FR2,2,13,0.7779,0.0896,4.0089,3.7699,-8.377,1.2865,1.0,1.0,0.000959,0.1009,0.97,0.8622
AT1_to_FR2_seed2,AT1,FR2,2,14,0.8414,0.0875,4.0428,3.7741,-8.3755,1.3125,1.0,1.0,0.000952,0.1267,0.96,0.8271
AT1_to_FR2_seed2,AT1,FR2,2,15,0.656,0.0829,3.8998,3.7791,-8.4178,1.312,1.0,1.0,0.000946,0.0965,0.97,0.8527
AT1_to_FR2_seed2,AT1,FR2,2,16,0.821,0.0763,3.9355,3.8749,-8.3808,1.3151,1.0,1.0,0.000938,0.1429,0.96,0.8302
AT1_to_FR2_seed2,AT1,FR2,2,17,0.6077,0.0804,4.0054,3.6049,-8.3844,1.3015,1.0,1.0,0.00093,0.0968,0.97,0.8823
AT1_to_FR2_seed2,AT1,FR2,2,18,0.3677,0.0744,3.7204,3.6811,-8.4205,1.3123,1.0,1.0,0.000922,0.0882,0.97,0.8623
AT1_to_FR2_seed2,AT1,FR2,2,19,-0.164,0.0685,3.3673,3.52,-8.4088,1.2891,1.0,1.0,0.000914,0.1092,0.96,0.8537
AT1_to_FR2_seed2,AT1,FR2,2,20,0.0513,0.0745,3.6325,3.4221,-8.3821,1.3042,1.0,1.0,0.000905,0.0967,0.97,0.8703
AT1_to_FR2_seed2,AT1,FR2,2,21,0.0628,0.079,3.5675,3.5275,-8.3993,1.2881,1.0,1.0,0.000895,0.1379,0.96,0.8739
AT1_to_FR2_seed2,AT1,FR2,2,22,0.6396,0.0769,3.727,3.8906,-8.3935,1.3387,1.0,1.0,0.000885,0.1021,0.97,0.8766
AT1_to_FR2_seed2,AT1,FR2,2,23,-0.1235,0.0677,3.501,3.4033,-8.4195,1.3241,1.0,1.0,0.000875,0.0972,0.97,0.8641
AT1_to_FR2_seed2,AT1,FR2,2,24,-0.5354,0.0573,3.4183,3.0607,-8.3839,1.3121,1.0,1.0,0.000864,0.1063,0.97,0.8672
AT1_to_FR2_seed2,AT1,FR2,2,25,-0.0266,0.0663,3.6969,3.318,-8.399,1.291,1.0,1.0,0.000854,0.1426,0.96,0.8201
AT1_to_FR2_seed2,AT1,FR2,2,26,-0.3451,0.0679,3.3965,3.2919,-8.393,1.2915,1.0,1.0,0.000842,0.0898,0.97,0.8723
AT1_to_FR2_seed2,AT1,FR2,2,27,-0.6197,0.0586,3.2318,3.2047,-8.4198,1.305,1.0,1.0,0.000831,0.1033,0.97,0.8901
AT1_to_FR2_seed2,AT1,FR2,2,28,-0.6363,0.0552,3.2284,3.209,-8.4136,1.2846,1.0,1.0,0.000819,0.091,0.98,0.8983
AT1_to_FR2_seed2,AT1,FR2,2,29,-0.5242,0.0528,3.1678,3.4017,-8.4096,1.2631,1.0,1.0,0.000806,0.1027,0.97,0.8804
AT1_to_FR2_seed2,AT1,FR2,2,30,-0.6085,0.053,3.1583,3.3291,-8.4393,1.2903,1.0,1.0,0.000794,0.0918,0.97,0.9001
AT1_to_FR2_seed2,AT1,FR2,2,31,-0.8779,0.0513,3.1894,3.0134,-8.3968,1.2648,1.0,1.0,0.000781,0.1011,0.97,0.8802
AT1_to_FR2_seed2,AT1,FR2,2,32,-0.4823,0.0563,3.2964,3.3164,-8.4255,1.2741,1.0,1.0,0.000768,0.1079,0.97,0.8727
AT1_to_FR2_seed2,AT1,FR2,2,33,-0.4867,0.054,3.2451,3.35,-8.4089,1.2732,1.0,1.0,0.000755,0.1223,0.97,0.8474
AT1_to_FR2_seed2,AT1,FR2,2,34,-0.6561,0.0445,3.1564,3.2777,-8.412,1.2773,1.0,1.0,0.000741,0.1045,0.97,0.8792
AT1_to_FR2_seed2,AT1,FR2,2,35,-0.4368,0.0471,3.2254,3.3872,-8.3878,1.2913,1.0,1.0,0.000727,0.1077,0.97,0.8689
AT1_to_FR2_seed2,AT1,FR2,2,36,-0.4458,0.0454,3.1934,3.4143,-8.38,1.2811,1.0,1.0,0.000713,0.111,0.97,0.8704
AT1_to_FR2_seed2,AT1,FR2,2,37,-0.5686,0.0422,3.0606,3.4053,-8.376,1.2992,1.0,1.0,0.000699,0.1081,0.97,0.8802
AT1_to_FR2_seed2,AT1,FR2,2,38,-0.7125,0.0384,2.9949,3.3708,-8.4164,1.2998,1.0,1.0,0.000684,0.108,0.97,0.8762
AT1_to_FR2_seed2,AT1,FR2,2,39,-0.4889,0.0433,3.1678,3.4045,-8.3973,1.2928,1.0,1.0,0.000669,0.0944,0.97,0.8816
AT1_to_FR2_seed2,AT1,FR2,2,40,-0.5521,0.0469,3.2171,3.3149,-8.4233,1.2923,1.0,1.0,0.000655,0.0867,0.98,0.9059
