run_name,source,target,seed,epoch,total,cls,qdom,qcls,div,sda,rho,grl,lr,val_loss,val_accuracy,val_macro_f1
DK1_to_FR2_seed1,DK1,FR2,1,96,-0.6594,0.0239,2.6879,4.4704,-9.0796,1.2379,1.0,1.0,3.94e-06,0.5748,0.9,0.7237
DK1_to_FR2_seed1,DK1,FR2,1,97,-0.6726,0.0233,2.6815,4.4766,-9.0892,1.2352,1.0,1.0,2.22e-06,0.5928,0.9,0.7328
DK1_to_FR2_seed1,DK1,FR2,1,98,-0.634,0.0243,2.6909,4.489,-9.0718,1.2336,1.0,1.0,9.87e-07,0.5821,0.9,0.723
DK1_to_FR2_seed1,DK1,FR2,1,99,-0.639,0.0236,2.6917,4.4897,-9.0781,1.2342,1.0,1.0,2.47e-07,0.5841,0.9,0.7334
DK1_to_FR2_seed1,DK1,FR2,1,100,-0.6163,0.0246,2.6869,4.4946,-9.0567,1.2343,1.0,1.0,0.0,0.5888,0.9,0.7289
DK1_to_FR2_seed2,DK1,FR2,2,1,6.5986,0.5804,4.5593,6.3132,-5.9034,1.0492,0.998,1.0,0.001,0.644,0.81,0.5021
DK1_to_FR2_seed2,DK1,FR2,2,2,3.1782,0.4004,3.9484,6.4074,-8.6844,1.1063,1.0,1.0,0.000999,0.41,0.88,0.6145
DK1_to_FR2_seed2,DK1,FR2,2,3,3.78,0.3709,4.375,6.6542,-8.8309,1.2109,1.0,1.0,0.000998,0.4536,0.88,0.5891
DK1_to_FR2_seed2,DK1,FR2,2,4,3.9168,0.3363,4.6592,6.5394,-8.871,1.2529,1.0,1.0,0.000996,0.4635,0.87,0.6083
DK1_to_FR2_seed2,DK1,FR2,2,5,3.2733,0.2994,4.5787,6.0361,-8.9203,1.2794,1.0,1.0,0.000994,0.6467,0.8,0.6153
DK1_to_FR2_seed2,DK1,FR2,2,6,2.809,0.28,4.3922,5.7674,-8.939,1.3084,1.0,1.0,0.000991,0.4558,0.86,0.6369
DK1_to_FR2_seed2,DK1,FR2,2,7,2.406,0.2724,4.3134,5.4333,-8.9084,1.2954,1.0,1.0,0.000988,0.4714,0.85,0.6221
DK1_to_FR2_seed2,DK1,FR2,2,8,2.1235,0.2484,4.2927,5.2274,-8.9713,1.3263,1.0,1.0,0.000984,0.395,0.88,0.7004
DK1_to_FR2_seed2,DK1,FR2,2,9,1.8931,0.2363,4.1326,5.1407,-8.961,1.3446,1.0,1.0,0.00098,0.4224,0.87,0.6903
DK1_to_FR2_seed2,DK1,FR2,2,10,1.5195,0.2278,4.0052,4.9269,-8.9747,1.3342,1.0,1.0,0.000976,0.3962,0.89,0.7054
DK1_to_FR2_seed2,DK1,FR2,2,11,1.6197,0.2237,4.1148,4.93,-8.9793,1.3305,1.0,1.0,0.00097,0.4123,0.88,0.6982
DK1_to_FR2_seed2,DK1,FR2,2,12,1.201,0.2063,3.8767,4.7917,-9.01,1.3365,1.0,1.0,0.000965,0.2836,0.93,0.7949
DK1_to_FR2_seed2,DK1,FR2,2,13,1.6219,0.2104,4.1577,4.8913,-8.9688,1.3313,1.0,1.0,0.000959,0.3822,0.89,0.7297
DK1_to_FR2_seed2,DK1,FR2,2,14,2.0616,0.2176,4.3474,5.1216,-8.9501,1.3251,1.0,1.0,0.000952,0.6097,0.82,0.6485
DK1_to_FR2_seed2,DK1,FR2,2,15,1.8549,0.2073,4.2644,5.0068,-8.9539,1.3304,1.0,1.0,0.000946,0.2963,0.92,0.7406
DK1_to_FR2_seed2,DK1,FR2,2,16,1.673,0.1979,4.1886,4.951,-8.9917,1.3271,1.0,1.0,0.000938,0.3577,0.9,0.767
DK1_to_FR2_seed2,DK1,FR2,2,17,1.856,0.1914,4.3214,4.9713,-8.951,1.323,1.0,1.0,0.00093,0.6395,0.82,0.6791
DK1_to_FR2_seed2,DK1,FR2,2,18,1.8687,0.205,4.2664,5.0322,-8.9592,1.3244,1.0,1.0,0.000922,0.4811,0.87,0.7282
DK1_to_FR2_seed2,DK1,FR2,2,19,1.4801,0.1896,4.1095,4.835,-8.9676,1.3137,1.0,1.0,0.000914,0.4437,0.88,0.7241
DK1_to_FR2_seed2,DK1,FR2,2,20,1.5227,0.1836,4.1433,4.854,-8.9746,1.3163,1.0,1.0,0.000905,0.4323,0.89,0.7211
DK1_to_FR2_seed2,DK1,FR2,2,21,1.521,0.1873,4.2138,4.8037,-9.0046,1.3207,1.0,1.0,0.000895,0.4245,0.88,0.7062
DK1_to_FR2_seed2,DK1,FR2,2,22,1.1888,0.1863,4.0262,4.6494,-8.979,1.3059,1.0,1.0,0.000885,0.481,0.88,0.7363
DK1_to_FR2_seed2,DK1,FR2,2,23,1.6965,0.1972,4.183,4.9586,-8.9626,1.3202,1.0,1.0,0.000875,0.4102,0.89,0.7446
DK1_to_FR2_seed2,DK1,FR2,2,24,1.3916,0.1795,4.0963,4.7688,-8.9624,1.3093,1.0,1.0,0.000864,0.5146,0.87,0.6944
DK1_to_FR2_seed2,DK1,FR2,2,25,1.4696,0.1746,4.0442,4.9073,-8.958,1.3014,1.0,1.0,0.000854,0.5837,0.86,0.6966
DK1_to_FR2_seed2,DK1,FR2,2,26,1.5925,0.1683,4.1419,4.9526,-8.9808,1.3105,1.0,1.0,0.000842,0.4169,0.89,0.7295
DK1_to_FR2_seed2,DK1,FR2,2,27,1.3618,0.1663,4.0882,4.7897,-8.9975,1.3152,1.0,1.0,0.000831,0.4484,0.89,0.7059
DK1_to_FR2_seed2,DK1,FR2,2,28,1.3046,0.1601,4.0125,4.7958,-8.9746,1.3108,1.0,1.0,0.000819,0.6852,0.85,0.6751
DK1_to_FR2_seed2,DK1,FR2,2,29,1.0771,0.1472,3.8653,4.7372,-9.0022,1.3296,1.0,1.0,0.000806,0.4926,0.89,0.6948
DK1_to_FR2_seed2,DK1,FR2,2,30,1.0654,0.1425,3.8944,4.6806,-8.9654,1.3134,1.0,1.0,0.000794,0.5468,0.87,0.6873
DK1_to_FR2_seed2,DK1,FR2,2,31,0.8517,0.1399,3.7263,4.6481,-8.9953,1.3326,1.0,1.0,0.000781,0.4384,0.89,0.7175
DK1_to_FR2_seed2,DK1,FR2,2,32,0.6587,0.1412,3.6742,4.5089,-8.9886,1.323,1.0,1.0,0.000768,0.4555,0.89,0.7453
DK1_to_FR2_seed2,DK1,FR2,2,33,0.3061,0.1315,3.4129,4.4254,-8.968,1.3044,1.0,1.0,0.000755,0.4703,0.89,0.7394
DK1_to_FR2_seed2,DK1,FR2,2,34,0.5673,0.1291,3.646,4.4285,-8.9557,1.3193,1.0,1.0,0.000741,0.5662,0.87,0.7055
DK1_to_FR2_seed2,DK1,FR2,2,35,0.4169,0.1197,3.5074,4.4557,-8.9958,1.3299,1.0,1.0,0.000727,0.6041,0.87,0.6954
DK1_to_FR2_seed2,DK1,FR2,2,36,0.1753,0.1146,3.3274,4.4069,-9.0034,1.3298,1.0,1.0,0.000713,0.4469,0.9,0.7519
DK1_to_FR2_seed2,DK1,FR2,2,37,0.3702,0.1144,3.5149,4.4042,-8.9877,1.3243,1.0,1.0,0.000699,0.4645,0.9,0.6985
DK1_to_FR2_seed2,DK1,FR2,2,38,0.2412,0.1088,3.4479,4.364,-9.0049,1.3254,1.0,1.0,0.000684,0.4698,0.9,0.7413
DK1_to_FR2_seed2,DK1,FR2,2,39,0.0402,0.1031,3.3592,4.2788,-9.024,1.3232,1.0,1.0,0.000669,0.4742,0.9,0.7541
DK1_to_FR2_seed2,DK1,FR2,2,40,0.0062,0.0973,3.3047,4.2579,-8.9841,1.3303,1.0,1.0,0.000655,0.5617,0.88,0.6983
DK1_to_FR2_seed2,DK1,FR2,2,41,0.0504,0.096,3.3546,4.2929,-9.0115,1.3183,1.0,1.0,0.000639,0.5197,0.89,0.7173
DK1_to_FR2_seed2,DK1,FR2,2,42,-0.1653,0.0888,3.2843,4.1802,-9.0314,1.3129,1.0,1.0,0.000624,0.5299,0.89,0.7364
DK1_to_FR2_seed2,DK1,FR2,2,43,-0.0768,0.0852,3.3281,4.2,-8.9972,1.3072,1.0,1.0,0.000609,0.4461,0.91,0.7655
DK1_to_FR2_seed2,DK1,FR2,2,44,-0.1327,0.0835,3.3096,4.1496,-8.9987,1.3233,1.0,1.0,0.000594,0.4807,0.9,0.7642
DK1_to_FR2_seed2,DK1,FR2,2,45,-0.273,0.0776,3.2482,4.1017,-9.0173,1.3168,1.0,1.0,0.000578,0.4194,0.91,0.7643
DK1_to_FR2_seed2,DK1,FR2,2,46,-0.3726,0.0793,3.1775,4.0809,-9.0242,1.3138,1.0,1.0,0.000563,0.5086,0.89,0.7138
DK1_to_FR2_seed2,DK1,FR2,2,47,-0.5944,0.0717,3.0329,4.0063,-9.0129,1.3076,1.0,1.0,0.000547,0.4628,0.9,0.7422
DK1_to_FR2_seed2,DK1,FR2,2,48,-0.1555,0.0742,3.1768,4.2971,-9.0132,1.3096,1.0,1.0,0.000531,0.5345,0.88,0.7454
DK1_to_FR2_seed2,DK1,FR2,2,49,-0.1865,0.0704,3.2629,4.1707,-9.0153,1.3247,1.0,1.0,0.000516,0.4785,0.91,0.7713
DK1_to_FR2_seed2,DK1,FR2,2,50,-0.2963,0.0658,3.2118,4.1166,-9.0099,1.3194,1.0,1.0,0.0005,0.5034,0.9,0.7492
DK1_to_FR2_seed2,DK1,FR2,2,51,-0.3238,0.0639,3.2592,4.059,-9.0241,1.3182,1.0,1.0,0.000484,0.5341,0.89,0.7441
DK1_to_FR2_seed2,DK1,FR2,2,52,-0.3743,0.062,3.1938,4.0691,-9.0051,1.3058,1.0,1.0,0.000469,0.6836,0.87,0.7132
DK1_to_FR2_seed2,DK1,FR2,2,53,-0.2503,0.0625,3.2397,4.1481,-9.0124,1.3118,1.0,1.0,0.000453,0.5338,0.89,0.7451
DK1_to_FR2_seed2,DK1,FR2,2,54,-0.1562,0.0576,3.2695,4.1937,-9.0001,1.323,1.0,1.0,0.000437,0.6257,0.88,0.7004
DK1_to_FR2_seed2,DK1,FR2,2,55,-0.177,0.0565,3.2216,4.2139,-9.0043,1.3352,1.0,1.0,0.000422,0.6142,0.88,0.7309
DK1_to_FR2_seed2,DK1,FR2,2,56,-0.1675,0.052,3.2139,4.2492,-8.9996,1.317,1.0,1.0,0.000406,0.5669,0.89,0.728
DK1_to_FR2_seed2,DK1,FR2,2,57,-0.1156,0.0534,3.2904,4.242,-9.0218,1.3205,1.0,1.0,0.000391,0.6243,0.89,0.7274
DK1_to_FR2_seed2,DK1,FR2,2,58,-0.0132,0.0505,3.2975,4.3161,-9.0093,1.3319,1.0,1.0,0.000376,0.5244,0.9,0.7585
DK1_to_FR2_seed2,DK1,FR2,2,59,-0.0897,0.0516,3.2385,4.2817,-8.9984,1.337,1.0,1.0,0.000361,0.5221,0.9,0.7437
DK1_to_FR2_seed2,DK1,FR2,2,60,-0.0586,0.0448,3.3188,4.275,-9.0245,1.3273,1.0,1.0,0.000345,0.5918,0.88,0.7378
DK1_to_FR2_seed2,DK1,FR2,2,61,0.0563,0.0471,3.3613,4.3553,-9.0207,1.3133,1.0,1.0,0.000331,0.622,0.88,0.7308
DK1_to_FR2_seed2,DK1,FR2,2,62,-0.0304,0.045,3.2778,4.3381,-9.0151,1.3239,1.0,1.0,0.000316,0.5459,0.89,0.7402
DK1_to_FR2_seed2,DK1,FR2,2,63,-0.185,0.0432,3.1851,4.2941,-9.0247,1.3174,1.0,1.0,0.000301,0.6189,0.88,0.7231
DK1_to_FR2_seed2,DK1,FR2,2,64,0.0001,0.043,3.2941,4.3425,-9.0017,1.3223,1.0,1.0,0.000287,0.6457,0.88,0.7294
DK1_to_FR2_seed2,DK1,FR2,2,65,-0.1393,0.0416,3.2063,4.3104,-9.0131,1.3154,1.0,1.0,0.000273,0.6052,0.88,0.7295
DK1_to_FR2_seed2,DK1,FR2,2,66,-0.1592,0.0402,3.2154,4.289,-9.0208,1.3169,1.0,1.0,0.000259,0.5914,0.89,0.7262
DK1_to_FR2_seed2,DK1,FR2,2,67,-0.3098,0.0402,3.1098,4.2585,-9.0334,1.3151,1.0,1.0,0.000245,0.6941,0.87,0.7152
DK1_to_FR2_seed2,DK1,FR2,2,68,-0.2716,0.0371,3.1536,4.2424,-9.0197,1.3151,1.0,1.0,0.000232,0.6945,0.87,0.7147
DK1_to_FR2_seed2,DK1,FR2,2,69,-0.1947,0.0359,3.2163,4.2847,-9.047,1.3154,1.0,1.0,0.000219,0.5784,0.89,0.7299
DK1_to_FR2_seed2,DK1,FR2,2,70,-0.2705,0.0366,3.1661,4.2528,-9.0339,1.3078,1.0,1.0,0.000206,0.5898,0.89,0.7247
DK1_to_FR2_seed2,DK1,FR2,2,71,-0.2522,0.0354,3.1517,4.2806,-9.029,1.3092,1.0,1.0,0.000194,0.6053,0.89,0.7279
DK1_to_FR2_seed2,DK1,FR2,2,72,-0.0788,0.0328,3.2389,4.3475,-9.02,1.322,1.0,1.0,0.000181,0.5967,0.89,0.7229
DK1_to_FR2_seed2,DK1,FR2,2,73,-0.066,0.0346,3.2109,4.3737,-9.0066,1.3214,1.0,1.0,0.000169,0.6162,0.89,0.7489
DK1_to_FR2_seed2,DK1,FR2,2,74,-0.176,0.0315,3.1481,4.3618,-9.0257,1.3083,1.0,1.0,0.000158,0.5486,0.9,0.7589
DK1_to_FR2_seed2,DK1,FR2,2,75,-0.1886,0.0325,3.1387,4.3655,-9.0304,1.3052,1.0,1.0,0.000146,0.6336,0.89,0.7116
DK1_to_FR2_seed2,DK1,FR2,2,76,-0.1331,0.0309,3.208,4.3688,-9.034,1.2932,1.0,1.0,0.000136,0.6613,0.88,0.7184
DK1_to_FR2_seed2,DK1,FR2,2,77,-0.1751,0.0302,3.2092,4.329,-9.0377,1.2943,1.0,1.0,0.000125,0.6273,0.89,0.7409
DK1_to_FR2_seed2,DK1,FR2,2,78,-0.097,0.0292,3.2275,4.347,-9.0001,1.2994,1.0,1.0,0.000115,0.5771,0.9,0.7322
DK1_to_FR2_seed2,DK1,FR2,2,79,-0.0585,0.0299,3.2503,4.3739,-9.012,1.2996,1.0,1.0,0.000105,0.6456,0.88,0.7201
DK1_to_FR2_seed2,DK1,FR2,2,80,-0.0463,0.0309,3.2338,4.4081,-9.0141,1.295,1.0,1.0,9.55e-05,0.6475,0.88,0.7328
DK1_to_FR2_seed2,DK1,FR2,2,81,0.0519,0.0294,3.3069,4.4283,-9.0156,1.3029,1.0,1.0,8.65e-05,0.6673,0.88,0.7172
DK1_to_FR2_seed2,DK1,FR2,2,82,-0.0601,0.0289,3.2459,4.4054,-9.0326,1.2923,1.0,1.0,7.78e-05,0.658,0.88,0.7139
DK1_to_FR2_seed2,DK1,FR2,2,83,-0.0314,0.0271,3.2408,4.4301,-9.0295,1.3001,1.0,1.0,6.96e-05,0.6294,0.89,0.7307
DK1_to_FR2_seed2,DK1,FR2,2,84,0.0503,0.0269,3.3055,4.4219,-9.0203,1.3163,1.0,1.0,6.18e-05,0.671,0.89,0.7239
DK1_to_FR2_seed2,DK1,FR2,2,85,0.1377,0.0278,3.3591,4.4567,-9.0218,1.3158,1.0,1.0,5.45e-05,0.6875,0.88,0.7
DK1_to_FR2_seed2,DK1,FR2,2,86,0.1606,0.0271,3.3556,4.4828,-9.0152,1.3103,1.0,1.0,4.76e-05,0.7279,0.88,0.708
DK1_to_FR2_seed2,DK1,FR2,2,87,0.1945,0.0277,3.3721,4.5161,-9.0313,1.3099,1.0,1.0,4.11e-05,0.7764,0.87,0.6909
DK1_to_FR2_seed2,DK1,FR2,2,88,0.2579,0.0281,3.3989,4.5419,-9.0229,1.3119,1.0,1.0,3.51e-05,0.7058,0.88,0.7134
DK1_to_FR2_seed2,DK1,FR2,2,89,0.1933,0.026,3.3734,4.4984,-9.0116,1.3071,1.0,1.0,2.96e-05,0.6903,0.88,0.7129
DK1_to_FR2_seed2,DK1,FR2,2,90,0.1719,0.0259,3.3574,4.4921,-9.0114,1.3079,1.0,1.0,2.45e-05,0.6725,0.88,0.7143
DK1_to_FR2_seed2,DK1,FR2,2,91,0.1591,0.0267,3.3548,4.4833,-9.0136,1.3078,1.0,1.0,1.99e-05,0.7482,0.87,0.714
DK1_to_FR2_seed2,DK1,FR2,2,92,0.1394,0.026,3.3497,4.4869,-9.0312,1.308,1.0,1.0,1.57e-05,0.7474,0.87,0.7089
DK1_to_FR2_seed2,DK1,FR2,2,93,0.1284,0.0248,3.3559,4.4749,-9.0359,1.3087,1.0,1.0,1.2e-05,0.7048,0.88,0.721
DK1_to_FR2_seed2,DK1,FR2,2,94,0.1672,0.0261,3.3693,4.481,-9.0163,1.307,1.0,1.0,8.86e-06,0.7636,0.87,0.7035
DK1_to_FR2_seed2,DK1,FR2,2,95,0.1345,0.0253,3.3634,4.4757,-9.038,1.308,1.0,1.0,6.16e-06,0.6921,0.88,0.7218
DK1_to_FR2_seed2,DK1,FR2,2,96,0.1121,0.025,3.3621,4.4719,-9.0518,1.305,1.0,1.0,3.94e-06,0.7311,0.87,0.7139
DK1_to_FR2_seed2,DK1,FR2,2,97,0.1654,0.0255,3.359,4.4845,-9.009,1.3053,1.0,1.0,2.22e-06,0.695,0.88,0.7057
DK1_to_FR2_seed2,DK1,FR2,2,98,0.1472,0.0246,3.3672,4.4772,-9.0254,1.3036,1.0,1.0,9.87e-07,0.7316,0.88,0.7112
DK1_to_FR2_seed2,DK1,FR2,2,99,0.1262,0.0235,3.3606,4.4722,-9.0344,1.3043,1.0,1.0,2.47e-07,0.7404,0.87,0.7106
DK1_to_FR2_seed2,DK1,FR2,2,100,0.1736,0.0249,3.3631,4.4706,-8.9889,1.3039,1.0,1.0,0.0,0.7348,0.88,0.7213
DK1_to_FR2_seed3,DK1,FR2,3,1,6.7797,0.598,4.3798,6.1603,-5.2522,0.8939,0.998,1.0,0.001,0.508,0.86,0.5304
DK1_to_FR2_seed3,DK1,FR2,3,2,2.7962,0.3871,3.838,5.9058,-8.4889,1.1542,1.0,1.0,0.000999,0.7645,0.79,0.5427
DK1_to_FR2_seed3,DK1,FR2,3,3,2.8982,0.3731,3.7679,6.3043,-8.7074,1.1603,1.0,1.0,0.000998,0.6682,0.81,0.5624
DK1_to_FR2_seed3,DK1,FR2,3,4,3.0387,0.3449,3.7692,6.4785,-8.7613,1.2074,1.0,1.0,0.000996,0.4605,0.88,0.625
DK1_to_FR2_seed3,DK1,FR2,3,5,3.3446,0.3223,4.0247,6.5491,-8.8405,1.2891,1.0,1.0,0.000994,0.5107,0.86,0.6231
DK1_to_FR2_seed3,DK1,FR2,3,6,2.8175,0.2862,3.8272,6.2493,-8.8788,1.3335,1.0,1.0,0.000991,0.5973,0.84,0.5905
DK1_to_FR2_seed3,DK1,FR2,3,7,2.2405,0.2533,3.7357,5.8412,-8.9245,1.3348,1.0,1.0,0.000988,0.4524,0.89,0.6881
DK1_to_FR2_seed3,DK1,FR2,3,8,2.1841,0.2492,3.6767,5.7958,-8.9141,1.3765,1.0,1.0,0.000984,0.5639,0.85,0.6135
DK1_to_FR2_seed3,DK1,FR2,3,9,1.3024,0.2276,3.3953,5.2492,-8.9372,1.3675,1.0,1.0,0.00098,0.4408,0.88,0.6544
DK1_to_FR2_seed3,DK1,FR2,3,10,0.909,0.211,3.3002,4.9803,-8.9543,1.3717,1.0,1.0,0.000976,0.525,0.86,0.6532
DK1_to_FR2_seed3,DK1,FR2,3,11,0.7138,0.2051,3.1873,4.9193,-8.9709,1.373,1.0,1.0,0.00097,0.4419,0.89,0.691
DK1_to_FR2_seed3,DK1,FR2,3,12,0.1584,0.1965,2.9742,4.6074,-8.9905,1.3707,1.0,1.0,0.000965,0.4231,0.89,0.6934
DK1_to_FR2_seed3,DK1,FR2,3,13,0.0168,0.1889,2.9271,4.5368,-8.9983,1.3623,1.0,1.0,0.000959,0.4042,0.9,0.6646
DK1_to_FR2_seed3,DK1,FR2,3,14,-0.2626,0.1795,2.7896,4.3837,-8.977,1.3616,1.0,1.0,0.000952,0.4149,0.9,0.6843
DK1_to_FR2_seed3,DK1,FR2,3,15,-0.229,0.1878,2.7547,4.4677,-8.9928,1.3536,1.0,1.0,0.000946,0.3249,0.92,0.724
DK1_to_FR2_seed3,DK1,FR2,3,16,-0.4602,0.1817,2.672,4.335,-8.9963,1.3474,1.0,1.0,0.000938,0.4388,0.89,0.7062
DK1_to_FR2_seed3,DK1,FR2,3,17,-0.3465,0.1801,2.725,4.4166,-9.0127,1.3444,1.0,1.0,0.00093,0.3652,0.91,0.7173
DK1_to_FR2_seed3,DK1,FR2,3,18,-0.1858,0.1731,2.731,4.5573,-8.9874,1.3402,1.0,1.0,0.000922,0.3457,0.91,0.7523
DK1_to_FR2_seed3,DK1,FR2,3,19,-0.2727,0.169,2.7171,4.4744,-8.968,1.3349,1.0,1.0,0.000914,0.3324,0.92,0.7289
DK1_to_FR2_seed3,DK1,FR2,3,20,-0.3083,0.1733,2.6726,4.5082,-8.9927,1.3303,1.0,1.0,0.000905,0.3753,0.91,0.7094
DK1_to_FR2_seed3,DK1,FR2,3,21,0.1986,0.185,2.9678,4.763,-9.0092,1.292,1.0,1.0,0.000895,0.3795,0.91,0.7421
DK1_to_FR2_seed3,DK1,FR2,3,22,-0.0291,0.1764,2.9088,4.6233,-9.0233,1.2857,1.0,1.0,0.000885,0.5655,0.87,0.6152
DK1_to_FR2_seed3,DK1,FR2,3,23,0.2753,0.1974,2.992,4.83,-9.0208,1.2767,1.0,1.0,0.000875,0.5303,0.87,0.6131
DK1_to_FR2_seed3,DK1,FR2,3,24,0.8719,0.2084,3.0114,5.3241,-8.9937,1.3216,1.0,1.0,0.000864,0.5066,0.87,0.6313
DK1_to_FR2_seed3,DK1,FR2,3,25,0.4977,0.1802,2.8964,5.0926,-9.0129,1.3414,1.0,1.0,0.000854,0.4076,0.9,0.6787
DK1_to_FR2_seed3,DK1,FR2,3,26,-0.13,0.1579,2.6291,4.7694,-9.0193,1.333,1.0,1.0,0.000842,0.5012,0.89,0.6746
DK1_to_FR2_seed3,DK1,FR2,3,27,-0.2836,0.1522,2.6729,4.5726,-9.0147,1.3334,1.0,1.0,0.000831,0.4303,0.9,0.6916
DK1_to_FR2_seed3,DK1,FR2,3,28,-0.3556,0.1467,2.6727,4.5162,-8.9895,1.2984,1.0,1.0,0.000819,0.4084,0.9,0.7126
DK1_to_FR2_seed3,DK1,FR2,3,29,-0.1931,0.1423,2.8343,4.5529,-9.0134,1.2909,1.0,1.0,0.000806,0.434,0.9,0.6779
DK1_to_FR2_seed3,DK1,FR2,3,30,-0.1498,0.1415,2.7755,4.6529,-9.0342,1.3145,1.0,1.0,0.000794,0.5514,0.86,0.6519
DK1_to_FR2_seed3,DK1,FR2,3,31,-0.7588,0.1309,2.5254,4.3227,-9.021,1.2831,1.0,1.0,0.000781,0.422,0.91,0.7232
DK1_to_FR2_seed3,DK1,FR2,3,32,-0.7264,0.1277,2.5615,4.3346,-9.0233,1.2731,1.0,1.0,0.000768,0.4996,0.89,0.7299
DK1_to_FR2_seed3,DK1,FR2,3,33,-0.838,0.1186,2.4926,4.3146,-9.0379,1.2741,1.0,1.0,0.000755,0.425,0.91,0.7332
DK1_to_FR2_seed3,DK1,FR2,3,34,-0.6224,0.117,2.6222,4.3738,-9.0175,1.2821,1.0,1.0,0.000741,0.5173,0.88,0.7073
DK1_to_FR2_seed3,DK1,FR2,3,35,-0.7742,0.1114,2.5724,4.3095,-9.0478,1.2803,1.0,1.0,0.000727,0.5066,0.89,0.7103
DK1_to_FR2_seed3,DK1,FR2,3,36,-0.5462,0.1101,2.6799,4.4033,-9.0154,1.2757,1.0,1.0,0.000713,0.4952,0.89,0.7298
DK1_to_FR2_seed3,DK1,FR2,3,37,-0.5006,0.1069,2.6147,4.538,-9.0507,1.2904,1.0,1.0,0.000699,0.5487,0.88,0.6757
DK1_to_FR2_seed3,DK1,FR2,3,38,-0.9468,0.0992,2.4216,4.2592,-9.0169,1.2902,1.0,1.0,0.000684,0.4657,0.89,0.7404
DK1_to_FR2_seed3,DK1,FR2,3,39,-1.0966,0.0936,2.3835,4.1756,-9.0257,1.2765,1.0,1.0,0.000669,0.4689,0.91,0.699
DK1_to_FR2_seed3,DK1,FR2,3,40,-1.0129,0.0946,2.4071,4.2361,-9.0339,1.2831,1.0,1.0,0.000655,0.5453,0.88,0.7172
DK1_to_FR2_seed3,DK1,FR2,3,41,-1.057,0.0883,2.3848,4.2476,-9.0331,1.2554,1.0,1.0,0.000639,0.5122,0.89,0.6871
DK1_to_FR2_seed3,DK1,FR2,3,42,-1.045,0.0847,2.4336,4.1711,-8.9991,1.2647,1.0,1.0,0.000624,0.5391,0.89,0.7193
DK1_to_FR2_seed3,DK1,FR2,3,43,-1.0086,0.0815,2.5198,4.174,-9.0478,1.2639,1.0,1.0,0.000609,0.5472,0.88,0.6901
DK1_to_FR2_seed3,DK1,FR2,3,44,-1.1658,0.0775,2.4832,4.1054,-9.0673,1.2355,1.0,1.0,0.000594,0.6867,0.86,0.7034
DK1_to_FR2_seed3,DK1,FR2,3,45,-0.9828,0.0758,2.5511,4.1931,-9.0409,1.2381,1.0,1.0,0.000578,0.5067,0.89,0.7178
DK1_to_FR2_seed3,DK1,FR2,3,46,-1.0283,0.0724,2.5041,4.1841,-9.0298,1.241,1.0,1.0,0.000563,0.6597,0.86,0.7103
DK1_to_FR2_seed3,DK1,FR2,3,47,-1.1343,0.072,2.4148,4.1628,-9.027,1.2431,1.0,1.0,0.000547,0.6262,0.88,0.6755
DK1_to_FR2_seed3,DK1,FR2,3,48,-1.1685,0.0673,2.3905,4.1851,-9.0385,1.2272,1.0,1.0,0.000531,0.5664,0.88,0.7157
DK1_to_FR2_seed3,DK1,FR2,3,49,-1.172,0.0678,2.3978,4.1957,-9.0527,1.2194,1.0,1.0,0.000516,0.5148,0.89,0.7156
DK1_to_FR2_seed3,DK1,FR2,3,50,-1.2084,0.062,2.4722,4.1131,-9.0564,1.2006,1.0,1.0,0.0005,0.6136,0.88,0.7274
DK1_to_FR2_seed3,DK1,FR2,3,51,-1.1879,0.0623,2.4749,4.1304,-9.0597,1.2041,1.0,1.0,0.000484,0.5745,0.88,0.7164
DK1_to_FR2_seed3,DK1,FR2,3,52,-1.2903,0.0578,2.4018,4.0724,-9.0097,1.1874,1.0,1.0,0.000469,0.6615,0.88,0.7022
DK1_to_FR2_seed3,DK1,FR2,3,53,-1.1598,0.0575,2.5262,4.0994,-9.0276,1.1848,1.0,1.0,0.000453,0.6052,0.89,0.745
DK1_to_FR2_seed3,DK1,FR2,3,54,-1.0653,0.0591,2.5594,4.1435,-9.0133,1.186,1.0,1.0,0.000437,0.6242,0.87,0.7245
DK1_to_FR2_seed3,DK1,FR2,3,55,-1.1349,0.0548,2.4585,4.1726,-9.0254,1.2046,1.0,1.0,0.000422,0.562,0.9,0.7288
DK1_to_FR2_seed3,DK1,FR2,3,56,-1.1144,0.0533,2.5177,4.132,-9.0294,1.2121,1.0,1.0,0.000406,0.7068,0.87,0.7268
DK1_to_FR2_seed3,DK1,FR2,3,57,-1.1476,0.0512,2.5269,4.11,-9.0377,1.2021,1.0,1.0,0.000391,0.664,0.88,0.7261
DK1_to_FR2_seed3,DK1,FR2,3,58,-1.0592,0.0474,2.533,4.1925,-9.0399,1.2078,1.0,1.0,0.000376,0.6385,0.89,0.7267
DK1_to_FR2_seed3,DK1,FR2,3,59,-1.2758,0.0477,2.4407,4.1027,-9.0515,1.1845,1.0,1.0,0.000361,0.7172,0.86,0.7015
DK1_to_FR2_seed3,DK1,FR2,3,60,-1.2384,0.047,2.4115,4.1486,-9.0219,1.1763,1.0,1.0,0.000345,0.6964,0.87,0.7243
